teams,rounds,scoring_type,slots_qb,slots_rb,slots_wr,slots_te,slots_flex,slots_k,slots_def,slots_bn,drafts,picks,seasons,first_season,last_season
10,18,std,1,2,2,1,2,0,0,10,2,360,1,2025,2025
12,15,half_ppr,1,2,2,0,4,0,1,5,2,360,2,2024,2025
12,15,half_ppr,1,2,2,1,1,0,1,7,2,360,1,2020,2020
12,15,half_ppr,1,2,3,1,0,1,1,6,2,360,2,2021,2022
12,15,half_ppr,1,2,3,1,1,0,0,7,2,360,2,2021,2022
12,15,ppr,1,1,2,1,3,1,1,5,2,360,2,2024,2025
12,15,ppr,1,2,2,1,0,1,1,5,2,360,2,2020,2021
12,15,ppr,1,2,2,1,1,0,0,6,2,360,2,2022,2023
12,15,ppr,1,2,2,1,1,1,0,7,2,360,2,2021,2023
12,15,ppr,1,2,2,1,2,0,0,0,2,360,1,2022,2022
12,15,ppr,1,2,2,1,2,0,1,5,2,360,2,2021,2022
12,15,ppr,1,2,2,1,3,0,0,0,2,360,1,2021,2021
12,15,ppr,1,3,3,1,2,0,0,5,2,360,1,2023,2023
12,15,std,1,2,3,1,0,1,1,6,2,360,2,2020,2021
8,22,half_ppr,1,2,3,1,2,0,1,12,2,352,1,2022,2022
8,22,ppr,1,2,3,1,3,1,1,10,2,352,1,2021,2021
10,17,half_ppr,1,2,2,1,3,0,0,8,2,340,2,2020,2021
10,17,half_ppr,1,2,3,1,2,1,1,6,2,340,2,2020,2023
10,17,ppr,1,2,2,1,2,0,0,7,2,340,1,2024,2024
10,17,ppr,1,2,2,1,2,0,0,8,2,340,2,2022,2024
10,17,ppr,1,2,2,1,2,1,0,8,2,340,2,2024,2025
10,17,ppr,1,2,3,0,3,0,0,8,2,340,1,2023,2023
10,17,ppr,1,2,3,1,2,0,0,0,2,340,2,2021,2022
10,17,ppr,1,3,3,1,3,0,0,6,2,340,2,2020,2025
12,14,half_ppr,1,1,3,2,2,0,0,5,2,336,1,2023,2023
12,14,half_ppr,1,2,2,1,1,0,0,7,2,336,2,2020,2025
12,14,half_ppr,1,2,2,1,1,0,1,4,2,336,2,2021,2022
12,14,half_ppr,1,2,2,1,1,1,1,4,2,336,2,2022,2023
12,14,half_ppr,1,2,2,1,1,1,1,6,2,336,1,2022,2022
12,14,half_ppr,1,2,2,1,2,1,1,4,2,336,2,2022,2024
12,14,half_ppr,1,2,3,1,1,0,1,0,2,336,1,2022,2022
12,14,ppr,1,2,2,1,1,1,0,5,2,336,2,2023,2024
12,14,ppr,1,2,2,1,2,0,0,0,2,336,2,2021,2024
12,14,std,1,2,2,1,2,0,1,5,2,336,2,2020,2021
14,12,ppr,1,2,2,1,3,0,0,3,2,336,1,2025,2025
8,20,ppr,1,2,2,1,4,0,0,10,2,320,2,2021,2025
8,20,ppr,1,2,3,1,2,0,0,11,2,320,2,2021,2024
10,16,half_ppr,1,2,2,1,2,1,0,7,2,320,2,2024,2025
10,16,ppr,1,2,2,1,0,1,1,6,2,320,2,2023,2024
10,16,ppr,1,2,2,1,1,0,0,8,2,320,2,2022,2023
10,16,ppr,1,2,2,1,2,1,1,0,2,320,1,2022,2022
10,16,ppr,1,2,2,1,3,0,0,6,2,320,1,2023,2023
10,16,ppr,1,2,3,1,1,0,0,6,2,320,2,2021,2023
10,16,ppr,1,2,3,1,2,0,0,0,2,320,2,2021,2022
10,16,ppr,1,2,3,1,2,1,0,6,2,320,2,2024,2025
12,13,half_ppr,1,2,2,1,1,0,0,6,2,312,2,2022,2023
12,13,half_ppr,1,2,2,1,2,0,0,0,2,312,2,2023,2025
12,13,ppr,1,2,2,1,2,0,1,4,2,312,2,2020,2022
12,13,ppr,1,2,3,1,1,0,0,0,2,312,1,2021,2021
12,13,ppr,1,2,3,1,2,0,0,4,2,312,2,2022,2023
8,19,ppr,1,2,2,1,3,0,0,10,2,304,2,2023,2025
10,15,half_ppr,1,2,2,1,1,0,1,6,2,300,2,2022,2024
10,15,half_ppr,1,2,2,1,1,1,0,7,2,300,2,2020,2021
10,15,half_ppr,1,2,2,1,3,1,0,5,2,300,1,2023,2023
10,15,ppr,1,1,1,1,2,0,0,9,2,300,1,2021,2021
10,15,ppr,1,2,2,1,1,0,0,8,2,300,2,2021,2022
10,15,ppr,1,2,2,1,1,0,1,0,2,300,1,2021,2021
10,15,ppr,1,2,2,1,1,0,1,6,2,300,2,2021,2022
10,15,ppr,1,2,2,1,1,1,1,0,2,300,2,2021,2025
10,15,ppr,1,2,2,1,2,0,0,5,2,300,1,2021,2021
10,15,ppr,1,2,2,1,2,0,1,5,2,300,2,2020,2024
10,15,ppr,1,2,2,1,2,1,1,8,2,300,2,2020,2023
10,15,ppr,1,2,2,1,3,1,0,5,2,300,2,2022,2023
10,15,ppr,1,2,2,2,2,2,0,4,2,300,1,2021,2021
10,15,ppr,1,2,3,1,0,0,0,6,2,300,2,2022,2023
8,19,ppr,1,2,2,1,2,1,1,9,2,296,2,2021,2025
8,18,ppr,1,3,3,1,3,0,0,7,2,288,2,2021,2023
12,12,half_ppr,1,2,2,1,1,0,0,5,2,288,2,2023,2025
12,12,half_ppr,1,2,3,1,1,0,0,4,2,288,2,2022,2023
12,12,ppr,1,2,2,1,1,0,0,0,2,288,2,2022,2023
12,12,ppr,1,2,2,1,2,1,1,2,2,288,2,2021,2024
10,14,half_ppr,1,1,2,1,1,0,0,6,2,280,2,2020,2023
10,14,half_ppr,1,2,2,1,1,0,0,6,2,280,2,2020,2021
10,14,half_ppr,1,2,2,2,2,0,0,5,2,280,2,2022,2023
10,14,half_ppr,1,2,3,1,1,0,1,5,2,280,2,2020,2021
10,14,ppr,1,1,1,1,1,0,0,7,2,280,2,2022,2023
10,14,ppr,1,1,2,1,1,0,0,6,2,280,2,2022,2024
10,14,ppr,1,1,2,1,2,0,0,7,2,280,2,2023,2024
10,14,ppr,1,2,2,0,2,1,1,5,2,280,2,2024,2025
10,14,ppr,1,2,2,0,3,0,0,6,2,280,1,2022,2022
10,14,ppr,1,2,2,1,1,0,1,6,2,280,2,2020,2023
10,14,ppr,1,2,2,1,2,0,0,0,2,280,1,2022,2022
10,14,ppr,1,2,2,1,2,0,1,0,2,280,1,2021,2021
10,14,std,1,2,2,1,2,0,1,5,2,280,1,2022,2022
8,17,ppr,1,2,2,1,3,0,0,8,2,272,1,2024,2024
8,17,ppr,1,2,2,1,3,1,1,6,2,272,1,2024,2024
8,17,ppr,1,2,2,1,4,0,0,7,2,272,2,2021,2025
8,17,ppr,1,2,3,1,2,0,1,7,2,272,2,2021,2024
8,17,ppr,1,2,3,1,3,0,0,7,2,272,2,2021,2025
10,13,half_ppr,1,2,2,1,1,0,1,5,2,260,2,2020,2021
10,13,half_ppr,1,2,2,1,2,1,1,3,2,260,2,2024,2025
10,13,half_ppr,1,2,3,1,1,0,0,5,2,260,2,2020,2024
10,13,ppr,1,2,2,1,1,0,0,6,2,260,1,2023,2023
10,13,ppr,1,2,2,1,2,1,1,3,2,260,2,2021,2024
8,16,half_ppr,1,2,0,0,1,1,1,7,2,256,1,2024,2024
8,16,ppr,1,2,2,1,2,0,0,8,2,256,2,2021,2023
8,16,ppr,1,2,3,1,1,1,1,6,2,256,2,2022,2025
8,16,ppr,1,2,3,1,2,1,0,6,2,256,1,2023,2023
8,16,ppr,1,2,3,1,3,0,0,6,2,256,2,2021,2023
8,15,ppr,1,2,2,1,1,0,1,7,2,240,2,2023,2025
8,15,ppr,1,2,2,1,2,0,1,5,2,240,1,2020,2020
8,15,ppr,1,2,2,1,2,1,0,6,2,240,2,2021,2024
8,15,ppr,1,2,2,1,2,1,1,7,2,240,2,2021,2025
10,12,half_ppr,1,2,2,1,1,0,0,5,2,240,2,2020,2025
10,12,ppr,1,1,1,1,1,0,0,6,2,240,1,2021,2021
10,12,ppr,1,2,2,1,2,0,0,0,2,240,1,2025,2025
10,12,ppr,1,2,2,1,2,0,0,4,2,240,2,2021,2022
10,12,ppr,1,2,2,1,2,1,1,2,2,239,1,2022,2022
8,14,half_ppr,1,2,2,1,2,0,1,5,2,224,2,2024,2025
8,14,ppr,1,2,2,1,0,0,0,6,2,224,2,2021,2022
8,14,ppr,1,2,2,1,2,0,1,5,2,224,2,2022,2023
8,14,ppr,1,2,3,1,1,0,1,5,2,224,2,2021,2022
8,13,ppr,1,2,2,1,1,0,1,5,2,208,2,2020,2025
8,12,ppr,1,2,2,1,1,1,1,3,2,192,2,2020,2022
14,32,ppr,1,2,3,1,3,1,1,20,1,448,1,2024,2024
14,32,ppr,1,2,2,1,5,0,0,21,1,447,1,2022,2022
12,37,ppr,1,2,2,1,2,1,1,27,1,444,1,2024,2024
12,35,ppr,1,2,3,1,4,0,0,24,1,420,1,2024,2024
14,30,ppr,1,2,3,1,3,0,0,20,1,420,1,2025,2025
12,31,ppr,1,2,3,1,2,0,0,22,1,372,1,2023,2023
14,26,std,1,2,3,1,3,0,0,16,1,364,1,2024,2024
10,36,ppr,1,2,2,1,2,1,1,25,1,360,1,2021,2021
12,30,half_ppr,1,2,3,1,2,0,0,21,1,360,1,2024,2024
12,30,ppr,1,1,1,1,6,0,0,20,1,360,1,2025,2025
12,30,ppr,1,2,3,1,3,0,0,20,1,360,1,2023,2023
12,30,ppr,1,2,3,1,3,0,0,24,1,360,1,2022,2022
12,30,ppr,1,2,3,1,4,0,0,19,1,360,1,2024,2024
14,25,ppr,1,2,2,1,0,0,1,16,1,350,1,2020,2020
14,25,std,1,2,3,1,4,0,0,14,1,350,1,2025,2025
14,25,ppr,1,2,2,1,6,0,0,13,1,349,1,2021,2021
12,29,ppr,1,2,2,1,1,0,0,20,1,348,1,2022,2022
12,29,ppr,1,2,3,1,4,0,0,18,1,348,1,2024,2024
12,29,ppr,1,2,2,0,4,0,0,20,1,347,1,2022,2022
12,28,ppr,1,2,2,1,1,0,1,20,1,336,1,2025,2025
12,28,ppr,1,2,3,1,1,0,0,20,1,336,1,2022,2022
12,28,ppr,1,2,3,1,3,1,1,16,1,336,1,2021,2021
12,28,ppr,1,2,3,1,4,0,0,15,1,336,1,2023,2023
12,28,ppr,1,2,3,1,4,0,0,17,1,336,1,2022,2022
14,24,half_ppr,1,2,3,1,1,1,1,14,1,336,1,2022,2022
14,24,half_ppr,1,2,3,1,3,0,0,14,1,336,1,2022,2022
14,24,ppr,1,2,2,1,2,1,1,14,1,336,1,2023,2023
14,24,ppr,1,2,2,1,5,0,0,13,1,336,1,2021,2021
14,24,ppr,1,2,3,1,3,0,0,14,1,336,1,2025,2025
14,24,ppr,1,2,3,1,5,1,1,10,1,336,1,2022,2022
14,24,ppr,1,2,4,1,4,0,0,12,1,336,1,2022,2022
14,24,std,1,3,2,1,3,0,0,14,1,336,1,2025,2025
10,33,ppr,1,2,3,1,5,0,1,20,1,330,1,2022,2022
14,23,half_ppr,1,2,3,1,3,0,0,13,1,322,1,2023,2023
14,23,half_ppr,1,2,3,1,4,0,0,12,1,322,1,2025,2025
14,23,ppr,1,3,4,2,3,0,0,10,1,322,1,2025,2025
14,23,std,1,2,3,1,4,0,0,12,1,322,1,2025,2025
10,32,ppr,1,2,3,1,5,0,0,20,1,320,1,2023,2023
12,26,half_ppr,1,2,2,1,3,0,0,17,1,312,1,2023,2023
12,26,ppr,1,1,1,1,7,0,0,15,1,312,1,2021,2021
12,26,ppr,1,2,2,1,2,0,0,15,1,312,1,2025,2025
12,26,ppr,1,2,2,1,2,1,1,16,1,312,1,2022,2022
12,26,ppr,1,2,2,1,3,0,0,17,1,312,1,2022,2022
12,26,ppr,1,2,3,1,2,0,0,15,1,312,1,2023,2023
12,26,ppr,1,2,3,1,2,1,1,15,1,312,1,2025,2025
12,26,ppr,1,2,3,1,3,0,1,15,1,312,1,2021,2021
12,26,ppr,1,3,3,2,3,0,0,14,1,312,1,2024,2024
10,31,ppr,1,2,3,1,5,0,0,19,1,310,1,2022,2022
14,22,half_ppr,1,2,2,1,3,0,0,13,1,308,1,2021,2021
14,22,ppr,1,1,1,2,2,0,0,14,1,308,1,2023,2023
14,22,ppr,1,2,2,1,1,0,1,12,1,308,1,2024,2024
14,22,ppr,1,2,2,1,4,0,0,12,1,308,1,2022,2022
14,22,ppr,1,2,2,2,3,1,1,10,1,308,1,2025,2025
14,22,ppr,1,2,3,1,2,0,0,13,1,308,1,2022,2022
14,22,ppr,1,2,3,1,3,0,0,12,1,308,1,2023,2023
14,22,ppr,1,2,3,1,4,0,0,11,1,308,1,2022,2022
14,22,std,1,3,3,2,2,1,1,9,1,308,1,2023,2023
10,30,half_ppr,1,2,2,1,2,1,1,20,1,300,1,2025,2025
10,30,ppr,1,2,2,2,4,0,0,19,1,300,1,2025,2025
10,30,ppr,1,2,5,1,2,0,0,19,1,300,1,2025,2025
10,30,ppr,1,3,2,1,4,0,0,19,1,300,1,2025,2025
10,30,ppr,1,3,3,1,7,0,0,15,1,300,1,2023,2023
12,25,half_ppr,1,2,2,1,2,1,1,15,1,300,1,2024,2024
12,25,half_ppr,1,2,2,1,3,0,0,16,1,300,1,2022,2022
12,25,half_ppr,1,2,3,0,2,0,0,17,1,300,1,2025,2025
12,25,half_ppr,1,2,3,1,2,0,0,15,1,300,1,2023,2023
12,25,ppr,1,2,2,1,6,0,0,13,1,300,1,2021,2021
12,25,ppr,1,2,2,2,4,0,0,14,1,300,1,2023,2023
12,25,ppr,1,2,3,1,2,0,0,15,1,300,1,2022,2022
12,25,ppr,1,2,3,1,3,0,1,14,1,300,1,2023,2023
12,25,ppr,1,2,3,1,4,0,1,13,1,300,1,2021,2021
12,25,ppr,1,3,3,1,3,0,0,14,1,300,1,2022,2022
12,25,std,1,2,2,1,4,0,0,15,1,300,1,2025,2025
12,25,std,1,2,3,1,3,0,0,15,1,300,1,2021,2021
14,21,ppr,1,2,2,1,3,1,1,10,1,294,1,2021,2021
14,21,ppr,1,2,3,1,4,0,0,10,1,294,1,2025,2025
14,21,std,1,2,2,1,3,0,0,12,1,294,1,2021,2021
10,29,ppr,1,2,3,1,4,0,0,18,1,290,1,2022,2022
12,24,half_ppr,1,2,3,0,2,0,0,16,1,288,1,2024,2024
12,24,half_ppr,1,2,3,1,2,0,1,14,1,288,1,2022,2022
12,24,half_ppr,1,2,3,1,3,0,0,14,1,288,1,2023,2023
12,24,ppr,1,2,2,1,2,0,0,14,1,288,1,2022,2022
12,24,ppr,1,2,2,1,4,1,0,13,1,288,1,2021,2021
12,24,ppr,1,2,3,1,1,0,0,14,1,288,1,2022,2022
12,24,ppr,1,2,3,1,1,1,0,14,1,288,1,2021,2021
12,24,ppr,1,2,3,1,1,1,1,14,1,288,1,2022,2022
12,24,ppr,1,2,3,1,2,1,1,13,1,288,1,2020,2020
12,24,ppr,1,2,3,1,3,1,1,12,1,288,1,2021,2021
12,24,std,1,2,2,1,3,0,0,15,1,288,1,2021,2021
12,24,std,1,2,3,1,2,0,0,15,1,288,1,2021,2021
12,24,std,1,2,3,1,3,0,0,14,1,288,1,2020,2020
8,35,ppr,1,3,3,1,5,0,2,20,1,280,1,2022,2022
10,28,ppr,1,2,2,1,2,1,1,18,1,280,1,2022,2022
10,28,ppr,1,2,2,1,4,0,0,18,1,280,1,2024,2024
10,28,ppr,1,2,2,2,2,1,1,13,1,280,1,2021,2021
10,28,ppr,1,2,3,1,5,0,0,16,1,280,1,2023,2023
10,28,ppr,1,2,4,1,4,0,0,16,1,280,1,2022,2022
14,20,half_ppr,1,2,2,1,2,1,1,10,1,280,1,2022,2022
14,20,half_ppr,1,2,3,1,1,1,1,10,1,280,1,2022,2022
14,20,ppr,1,1,2,1,5,0,0,10,1,280,1,2022,2022
14,20,ppr,1,1,3,1,2,1,1,10,1,280,1,2022,2022
14,20,ppr,1,2,2,1,1,0,0,12,1,280,1,2023,2023
14,20,ppr,1,2,2,1,1,1,1,11,1,280,1,2025,2025
14,20,ppr,1,2,2,1,3,0,0,11,1,280,1,2023,2023
14,20,ppr,1,2,2,1,4,0,0,10,1,280,1,2021,2021
12,23,half_ppr,1,2,3,1,1,0,0,15,1,276,1,2023,2023
12,23,ppr,1,1,1,1,6,0,0,13,1,276,1,2023,2023
12,23,ppr,1,2,2,0,3,1,0,13,1,276,1,2024,2024
12,23,ppr,1,2,2,1,3,0,0,13,1,276,1,2021,2021
12,23,ppr,1,2,2,1,5,0,0,12,1,276,1,2022,2022
12,23,ppr,1,2,3,1,1,0,0,12,1,276,1,2021,2021
12,23,ppr,1,2,3,1,1,0,0,13,1,276,1,2022,2022
12,23,ppr,1,2,3,2,2,0,0,12,1,276,1,2023,2023
12,23,ppr,1,2,3,2,3,0,0,12,1,276,1,2022,2022
12,23,ppr,1,3,4,1,3,0,0,11,1,276,1,2023,2023
12,23,std,1,2,3,1,2,0,0,14,1,276,1,2021,2021
10,27,ppr,1,2,2,1,3,0,0,17,1,270,1,2025,2025
10,27,ppr,1,2,3,1,5,0,0,15,1,270,1,2023,2023
14,19,half_ppr,1,2,2,1,3,0,0,10,1,266,1,2021,2021
14,19,half_ppr,1,2,3,1,2,0,0,10,1,266,1,2022,2022
14,19,ppr,1,2,2,1,4,0,0,9,1,266,1,2020,2020
14,19,ppr,1,2,2,2,2,0,0,11,1,266,1,2024,2024
12,22,ppr,1,0,0,0,9,0,0,12,1,264,1,2022,2022
12,22,ppr,1,1,1,1,2,0,0,12,1,264,1,2024,2024
12,22,ppr,1,1,1,1,3,0,0,12,1,264,1,2021,2021
12,22,ppr,1,1,1,1,6,0,0,12,1,264,1,2024,2024
12,22,ppr,1,1,2,1,5,0,0,12,1,264,1,2021,2021
12,22,ppr,1,1,3,1,4,0,0,12,1,264,1,2021,2021
12,22,ppr,1,2,1,1,5,0,0,12,1,264,1,2021,2021
12,22,ppr,1,2,2,1,1,0,0,14,1,264,1,2022,2022
12,22,ppr,1,2,2,1,1,0,0,15,1,264,1,2024,2024
12,22,ppr,1,2,2,1,1,1,1,11,1,264,1,2023,2023
12,22,ppr,1,2,2,1,2,0,1,13,1,264,1,2022,2022
12,22,ppr,1,2,2,1,3,0,0,12,1,264,1,2023,2023
12,22,ppr,1,2,2,1,3,1,1,11,1,264,1,2021,2021
12,22,ppr,1,2,2,2,4,0,0,11,1,264,1,2020,2020
12,22,ppr,1,2,3,0,4,0,0,12,1,264,1,2024,2024
12,22,ppr,1,2,3,1,2,0,1,12,1,264,1,2022,2022
12,22,ppr,1,2,3,1,2,1,1,11,1,264,1,2022,2022
12,22,ppr,1,2,3,1,3,1,1,10,1,264,1,2021,2021
12,22,ppr,1,2,3,1,5,0,0,10,1,264,1,2022,2022
12,22,ppr,1,2,5,1,2,0,0,11,1,264,1,2022,2022
12,22,ppr,1,3,3,1,1,0,0,12,1,264,1,2023,2023
12,22,ppr,1,3,4,1,4,0,0,9,1,264,1,2023,2023
10,26,half_ppr,1,2,3,1,3,1,0,15,1,260,1,2022,2022
10,26,ppr,1,1,2,1,5,0,0,16,1,260,1,2023,2023
10,26,ppr,1,2,2,1,2,0,0,18,1,260,1,2024,2024
10,26,ppr,1,2,2,1,6,0,0,14,1,260,1,2023,2023
10,26,ppr,1,2,3,1,1,0,0,15,1,260,1,2022,2022
10,26,ppr,1,2,3,1,4,0,0,15,1,260,1,2021,2021
10,26,ppr,1,2,4,0,4,0,1,14,1,260,1,2025,2025
10,26,ppr,1,2,4,1,4,0,0,14,1,260,1,2022,2022
12,21,half_ppr,1,2,2,0,2,0,0,12,1,252,1,2024,2024
12,21,half_ppr,1,2,2,1,3,0,0,12,1,252,1,2025,2025
12,21,half_ppr,1,2,2,1,5,0,0,10,1,252,1,2022,2022
12,21,half_ppr,1,2,3,1,1,1,1,11,1,252,1,2024,2024
12,21,half_ppr,1,2,3,1,2,0,0,12,1,252,1,2023,2023
12,21,half_ppr,1,2,3,1,3,0,0,11,1,252,1,2022,2022
12,21,half_ppr,1,2,4,1,1,0,0,12,1,252,1,2021,2021
12,21,ppr,1,2,2,1,1,0,0,12,1,252,1,2021,2021
12,21,ppr,1,2,2,1,1,1,1,10,1,252,1,2025,2025
12,21,ppr,1,2,2,1,2,0,0,10,1,252,1,2021,2021
12,21,ppr,1,2,2,1,3,0,1,11,1,252,1,2022,2022
12,21,ppr,1,2,3,1,2,0,0,10,1,252,1,2025,2025
12,21,ppr,1,2,3,1,3,0,0,10,1,252,1,2025,2025
14,18,half_ppr,1,2,2,0,2,0,0,10,1,252,1,2024,2024
14,18,half_ppr,1,2,2,1,2,0,0,9,1,252,1,2022,2022
14,18,half_ppr,1,2,2,1,2,0,0,10,1,252,1,2021,2021
14,18,half_ppr,1,2,2,1,2,1,1,8,1,252,1,2022,2022
14,18,half_ppr,1,2,2,1,4,0,0,8,1,252,1,2021,2021
14,18,ppr,1,0,0,1,3,0,0,10,1,252,1,2022,2022
14,18,ppr,1,1,2,1,3,1,1,1,1,252,1,2022,2022
14,18,ppr,1,2,2,1,0,1,1,8,1,252,1,2021,2021
14,18,ppr,1,2,2,1,1,0,0,10,1,252,1,2024,2024
14,18,ppr,1,2,2,1,1,0,0,11,1,252,1,2024,2024
14,18,ppr,1,2,2,1,1,1,1,8,1,252,1,2021,2021
14,18,ppr,1,2,2,1,2,0,1,9,1,252,1,2020,2020
14,18,ppr,1,2,2,1,2,1,1,0,1,252,1,2021,2021
14,18,ppr,1,2,3,0,3,0,0,8,1,252,1,2024,2024
14,18,ppr,1,2,3,1,3,1,1,6,1,252,1,2023,2023
10,25,half_ppr,1,2,2,1,2,0,0,15,1,250,1,2023,2023
10,25,ppr,1,1,2,1,5,0,0,15,1,250,1,2025,2025
10,25,ppr,1,2,2,1,3,1,1,14,1,250,1,2023,2023
10,25,ppr,1,2,2,1,4,0,1,14,1,250,1,2024,2024
10,25,ppr,1,2,2,2,3,0,0,15,1,250,1,2022,2022
10,25,ppr,1,2,3,1,2,0,0,16,1,250,1,2021,2021
10,25,ppr,1,2,3,1,2,1,1,0,1,250,1,2021,2021
10,25,ppr,1,2,3,1,4,0,0,14,1,250,1,2021,2021
10,25,ppr,1,2,5,1,1,0,0,15,1,250,1,2022,2022
8,31,ppr,1,2,2,1,5,0,0,20,1,248,1,2022,2022
10,24,half_ppr,1,2,3,1,2,0,0,15,1,240,1,2025,2025
10,24,ppr,1,1,6,1,0,0,0,10,1,240,1,2023,2023
10,24,ppr,1,2,2,0,5,0,0,14,1,240,1,2021,2021
10,24,ppr,1,2,2,1,2,0,1,15,1,240,1,2023,2023
10,24,ppr,1,2,2,1,4,1,1,12,1,240,1,2023,2023
10,24,ppr,1,2,2,2,3,0,0,14,1,240,1,2021,2021
10,24,ppr,1,2,3,1,1,0,0,16,1,240,1,2021,2021
10,24,ppr,1,3,4,1,3,0,0,10,1,240,1,2021,2021
10,24,ppr,1,3,4,1,3,1,0,11,1,240,1,2024,2024
10,24,std,1,1,1,0,3,1,1,12,1,240,1,2023,2023
10,24,std,1,2,3,1,3,0,0,14,1,240,1,2022,2022
12,20,half_ppr,1,2,2,1,2,1,0,11,1,240,1,2025,2025
12,20,half_ppr,1,2,2,1,2,1,1,10,1,240,1,2021,2021
12,20,half_ppr,1,2,2,1,3,0,0,10,1,240,1,2022,2022
12,20,half_ppr,1,2,3,1,1,0,0,10,1,240,1,2021,2021
12,20,half_ppr,1,2,3,1,2,0,0,10,1,240,1,2025,2025
12,20,ppr,1,0,0,0,9,0,0,10,1,240,1,2024,2024
12,20,ppr,1,0,5,0,4,0,0,10,1,240,1,2022,2022
12,20,ppr,1,1,1,1,6,0,0,10,1,240,1,2021,2021
12,20,ppr,1,1,2,1,3,1,1,10,1,240,1,2023,2023
12,20,ppr,1,2,2,1,1,0,0,13,1,240,1,2021,2021
12,20,ppr,1,2,2,1,1,1,1,9,1,240,1,2023,2023
12,20,ppr,1,2,2,1,1,1,1,11,1,240,1,2021,2021
12,20,ppr,1,2,2,1,2,0,0,11,1,240,1,2021,2021
12,20,ppr,1,2,2,1,3,1,0,10,1,240,1,2023,2023
12,20,ppr,1,2,2,1,4,1,1,8,1,240,1,2023,2023
12,20,ppr,1,2,2,2,1,0,0,10,1,240,1,2022,2022
12,20,ppr,1,2,2,2,3,1,1,8,1,240,1,2020,2020
12,20,ppr,1,2,3,0,0,0,0,10,1,240,1,2022,2022
12,20,ppr,1,2,3,0,2,0,0,10,1,240,1,2022,2022
12,20,ppr,1,2,3,1,2,0,0,8,1,240,1,2021,2021
12,20,ppr,1,2,3,1,2,0,0,10,1,240,1,2022,2022
12,20,ppr,1,2,3,1,2,1,0,10,1,240,1,2022,2022
12,20,ppr,1,2,3,1,5,0,0,8,1,240,1,2020,2020
12,20,ppr,1,2,3,2,3,0,0,9,1,240,1,2021,2021
12,20,ppr,1,3,3,1,2,0,0,10,1,240,1,2022,2022
12,20,ppr,1,3,3,1,3,1,1,7,1,240,1,2025,2025
12,20,std,1,2,2,1,1,0,0,13,1,240,1,2024,2024
12,20,std,1,2,2,1,2,0,0,12,1,240,1,2025,2025
12,20,std,1,2,3,1,1,1,1,10,1,240,1,2021,2021
12,20,std,1,2,3,1,3,0,0,10,1,240,1,2021,2021
14,17,half_ppr,1,2,2,1,2,0,0,9,1,238,1,2025,2025
14,17,half_ppr,1,2,2,1,2,1,1,7,1,238,1,2021,2021
14,17,half_ppr,1,2,3,1,2,0,0,8,1,238,1,2023,2023
14,17,ppr,1,2,2,1,1,1,1,7,1,238,1,2023,2023
14,17,ppr,1,2,2,1,2,0,0,9,1,238,1,2021,2021
14,17,ppr,1,2,2,1,2,1,1,5,1,238,1,2022,2022
14,17,ppr,1,2,2,1,3,0,1,7,1,238,1,2024,2024
14,17,ppr,1,2,2,1,3,1,1,6,1,238,1,2023,2023
14,17,ppr,1,2,2,1,4,0,0,7,1,238,1,2023,2023
8,29,ppr,1,2,2,1,3,1,1,18,1,232,1,2023,2023
8,29,ppr,1,2,2,1,9,0,0,14,1,232,1,2023,2023
8,29,ppr,1,3,4,1,8,0,0,12,1,232,1,2023,2023
10,23,half_ppr,1,2,2,1,2,0,1,14,1,230,1,2021,2021
10,23,half_ppr,1,2,2,1,4,0,0,13,1,230,1,2025,2025
10,23,ppr,1,2,2,1,2,1,1,13,1,230,1,2021,2021
10,23,ppr,1,2,2,1,3,1,1,12,1,230,1,2021,2021
10,23,ppr,1,2,3,1,2,1,1,0,1,230,1,2021,2021
10,23,ppr,1,2,3,1,3,1,0,12,1,230,1,2022,2022
10,23,ppr,1,3,3,1,3,1,1,10,1,230,1,2022,2022
10,23,ppr,1,3,3,1,4,0,0,11,1,230,1,2024,2024
10,23,ppr,1,3,5,1,3,1,1,8,1,230,1,2024,2024
10,23,std,1,2,2,1,3,0,0,14,1,230,1,2024,2024
12,19,half_ppr,1,2,2,1,0,1,1,9,1,228,1,2024,2024
12,19,half_ppr,1,2,2,1,2,0,0,11,1,228,1,2022,2022
12,19,half_ppr,1,2,2,1,3,0,0,12,1,228,1,2023,2023
12,19,half_ppr,1,2,3,1,1,0,0,11,1,228,1,2025,2025
12,19,half_ppr,1,2,3,1,2,1,1,8,1,228,1,2024,2024
12,19,half_ppr,1,2,3,1,3,0,0,9,1,228,1,2022,2022
12,19,half_ppr,1,2,3,1,3,1,1,7,1,228,1,2021,2021
12,19,ppr,1,1,1,1,3,0,0,12,1,228,1,2022,2022
12,19,ppr,1,2,2,1,2,0,0,10,1,228,1,2022,2022
12,19,ppr,1,2,2,1,2,1,1,5,1,228,1,2020,2020
12,19,ppr,1,2,2,1,3,1,0,9,1,228,1,2024,2024
12,19,ppr,1,2,2,1,4,1,1,7,1,228,1,2025,2025
12,19,ppr,1,2,2,2,2,0,0,10,1,228,1,2022,2022
12,19,ppr,1,2,2,2,3,0,0,9,1,228,1,2025,2025
12,19,ppr,1,2,3,1,0,1,1,7,1,228,1,2022,2022
12,19,ppr,1,2,3,1,2,0,0,0,1,228,1,2024,2024
