season,teams,rounds,scoring_type,slots_qb,slots_rb,slots_wr,slots_te,slots_flex,slots_k,slots_def,slots_bn,drafts,picks
2022,12,18,half_ppr,1,2,3,1,3,0,0,8,1,216
2022,12,18,ppr,1,2,2,1,0,0,0,10,1,216
2022,12,18,ppr,1,2,2,1,1,0,0,9,1,216
2022,12,18,ppr,1,2,2,1,3,1,1,7,1,216
2022,12,18,ppr,1,2,2,2,2,1,1,7,1,216
2022,12,18,ppr,1,2,3,1,0,1,1,7,1,216
2022,12,18,ppr,1,2,3,1,2,0,1,8,1,216
2022,12,18,ppr,1,2,3,1,3,1,0,7,1,216
2022,12,18,ppr,1,2,3,1,3,1,1,6,1,216
2022,12,18,ppr,1,2,3,1,4,0,0,7,1,216
2022,12,18,ppr,1,2,3,2,2,0,0,0,1,216
2022,12,18,ppr,1,3,3,1,2,0,0,8,1,216
2022,12,18,std,1,2,2,1,3,0,0,9,1,216
2022,12,18,std,1,2,3,1,1,1,1,8,1,216
2023,8,27,ppr,1,2,2,1,8,0,0,13,1,216
2023,12,18,half_ppr,1,2,2,1,1,0,0,14,1,216
2023,12,18,half_ppr,1,2,2,1,1,0,1,7,1,216
2023,12,18,half_ppr,1,2,3,0,2,1,1,8,1,216
2023,12,18,half_ppr,1,2,3,1,1,0,0,0,1,216
2023,12,18,half_ppr,1,2,3,1,2,0,0,9,1,216
2023,12,18,half_ppr,1,2,3,1,2,1,1,7,1,216
2023,12,18,half_ppr,1,2,3,1,3,0,0,8,1,216
2023,12,18,half_ppr,1,3,3,1,2,0,2,6,1,216
2023,12,18,ppr,1,2,2,1,2,0,0,8,1,216
2023,12,18,ppr,1,2,2,1,3,0,1,8,1,216
2023,12,18,ppr,1,2,2,1,5,1,1,5,1,216
2023,12,18,ppr,1,2,3,1,1,1,1,0,1,216
2023,12,18,ppr,1,2,3,1,1,1,1,8,1,216
2023,12,18,ppr,1,2,3,1,2,0,1,0,1,216
2023,12,18,ppr,1,2,3,1,3,1,0,7,1,216
2023,12,18,ppr,1,3,3,1,3,0,0,7,1,216
2023,12,18,std,1,2,3,1,1,0,0,10,1,216
2024,12,18,half_ppr,1,2,2,1,1,1,1,9,1,216
2024,12,18,half_ppr,1,2,2,1,2,0,1,9,1,216
2024,12,18,half_ppr,1,2,3,1,3,0,0,8,1,216
2024,12,18,ppr,1,2,2,1,1,1,1,9,1,216
2024,12,18,ppr,1,2,3,1,1,0,0,1,1,216
2024,12,18,ppr,1,2,3,1,1,1,1,8,1,216
2024,12,18,ppr,1,2,3,1,2,0,0,8,1,216
2024,12,18,ppr,1,2,3,1,2,1,1,7,1,216
2024,12,18,ppr,1,2,3,1,3,0,0,0,1,216
2024,12,18,ppr,1,2,3,1,3,0,1,7,1,216
2024,12,18,ppr,1,2,3,1,4,0,0,7,1,216
2024,12,18,ppr,1,2,4,1,2,0,0,8,1,216
2024,12,18,std,1,2,2,1,3,0,0,9,1,216
2024,12,18,std,1,2,3,1,1,0,0,10,1,216
2025,12,18,half_ppr,1,2,2,1,1,1,1,9,1,216
2025,12,18,half_ppr,1,2,2,1,2,0,1,9,1,216
2025,12,18,half_ppr,1,2,2,1,2,1,1,8,1,216
2025,12,18,half_ppr,1,2,2,1,3,1,1,7,1,216
2025,12,18,ppr,1,1,1,1,4,1,1,8,1,216
2025,12,18,ppr,1,2,2,1,1,0,0,9,1,216
2025,12,18,ppr,1,2,2,1,2,1,1,6,1,216
2025,12,18,ppr,1,2,2,1,3,0,1,0,1,216
2025,12,18,ppr,1,2,3,0,3,0,0,8,1,216
2025,12,18,ppr,1,2,3,3,2,0,0,7,1,216
2025,12,18,std,1,2,3,1,1,0,0,10,1,216
2020,10,21,ppr,1,2,3,1,1,0,0,13,1,210
2020,14,15,half_ppr,1,2,2,1,2,1,1,5,1,210
2020,14,15,ppr,1,2,2,1,1,1,1,6,1,210
2020,14,15,ppr,1,2,2,1,2,1,1,5,1,210
2020,14,15,ppr,1,2,2,1,3,0,0,6,1,210
2020,14,15,ppr,1,2,2,2,1,0,0,6,1,210
2020,14,15,ppr,1,2,3,1,2,0,0,6,1,210
2020,14,15,ppr,1,2,3,1,2,0,1,5,1,210
2021,10,21,half_ppr,1,2,2,1,5,0,0,10,1,210
2021,10,21,ppr,1,2,2,1,1,1,1,12,1,210
2021,10,21,ppr,1,2,3,1,2,0,0,12,1,210
2021,10,21,ppr,1,3,3,1,4,0,0,9,1,210
2021,14,15,half_ppr,1,2,2,1,2,1,1,5,1,210
2021,14,15,half_ppr,1,2,3,1,0,1,1,6,1,210
2021,14,15,half_ppr,1,2,3,1,1,0,1,6,1,210
2021,14,15,half_ppr,1,2,3,1,2,0,0,6,1,210
2021,14,15,ppr,1,2,2,1,2,0,0,7,1,210
2021,14,15,ppr,1,2,2,1,2,0,1,6,1,210
2022,10,21,ppr,1,2,2,1,3,1,1,10,1,210
2022,10,21,ppr,1,2,2,1,5,0,0,10,1,210
2022,10,21,ppr,1,2,3,1,2,1,1,10,1,210
2022,10,21,ppr,1,2,3,1,4,0,0,10,1,210
2022,14,15,half_ppr,1,2,2,1,0,1,1,6,1,210
2022,14,15,half_ppr,1,2,2,1,3,0,0,6,1,210
2022,14,15,ppr,1,2,2,1,2,0,1,6,1,210
2022,14,15,ppr,1,2,2,1,2,1,0,6,1,210
2022,14,15,ppr,1,2,2,1,4,0,0,5,1,210
2023,10,21,half_ppr,1,2,2,1,2,0,1,12,1,210
2023,10,21,ppr,1,1,1,1,5,0,0,12,1,210
2023,10,21,ppr,1,2,2,1,2,0,1,12,1,210
2023,10,21,ppr,1,2,2,1,3,0,1,11,1,210
2023,10,21,ppr,1,2,3,2,3,1,1,8,1,210
2023,14,15,half_ppr,1,2,2,1,0,1,1,6,1,210
2023,14,15,half_ppr,1,2,2,1,2,1,1,5,1,210
2023,14,15,half_ppr,1,2,3,1,2,0,0,6,1,210
2023,14,15,ppr,1,2,2,1,3,0,0,6,1,210
2023,14,15,ppr,1,2,3,1,2,0,0,6,1,210
2024,10,21,ppr,1,1,1,1,1,1,1,14,1,210
2024,10,21,ppr,1,2,2,1,2,0,1,12,1,210
2024,10,21,ppr,1,2,2,1,4,0,0,11,1,210
2024,10,21,ppr,1,2,3,1,2,0,0,12,1,210
2024,10,21,ppr,1,2,3,1,3,0,0,11,1,210
2024,10,21,ppr,1,2,3,1,3,0,1,10,1,210
2024,14,15,ppr,1,2,3,1,1,1,1,0,1,210
2024,14,15,ppr,1,2,3,1,1,1,1,5,1,210
2024,14,15,ppr,1,2,3,1,2,0,0,6,1,210
2025,10,21,half_ppr,1,1,3,1,3,0,0,12,1,210
2025,10,21,half_ppr,1,2,3,1,3,0,0,11,1,210
2025,10,21,ppr,1,2,2,1,2,0,0,12,1,210
2025,10,21,ppr,1,2,3,1,1,0,0,13,1,210
2025,10,21,ppr,1,2,3,1,3,0,0,12,1,210
2025,14,15,ppr,1,2,2,1,3,0,0,6,1,210
2025,14,15,ppr,1,2,3,1,0,1,1,0,1,210
2025,14,15,ppr,1,2,3,1,2,0,1,5,1,210
2020,8,26,ppr,1,3,3,1,0,1,1,12,1,208
2022,8,26,ppr,1,2,2,1,5,0,0,15,1,208
2022,8,26,ppr,1,2,3,1,2,0,2,15,1,208
2022,8,26,ppr,1,2,4,1,2,0,0,16,1,208
2023,8,26,ppr,1,2,2,1,10,0,0,10,1,208
2023,8,26,ppr,1,2,3,1,3,0,0,16,1,208
2024,8,26,ppr,1,2,2,1,3,0,0,17,1,208
2025,8,26,ppr,1,3,3,0,4,0,0,15,1,208
2022,12,18,std,1,2,3,1,3,0,0,8,1,206
2020,12,17,half_ppr,1,2,2,1,1,1,1,8,1,204
2020,12,17,half_ppr,1,2,2,1,2,1,1,7,1,204
2020,12,17,half_ppr,1,2,2,1,3,0,0,8,1,204
2020,12,17,half_ppr,1,2,2,1,3,1,1,6,1,204
2020,12,17,half_ppr,1,2,2,1,4,0,0,7,1,204
2020,12,17,ppr,1,2,2,1,2,0,0,9,1,204
2020,12,17,ppr,1,2,2,1,3,0,0,7,1,204
2020,12,17,ppr,1,2,2,1,3,0,1,7,1,204
2020,12,17,ppr,1,2,2,1,3,1,1,6,1,204
2020,12,17,ppr,1,2,2,2,2,1,1,6,1,204
2020,12,17,ppr,1,2,3,1,1,0,1,8,1,204
2020,12,17,ppr,1,2,3,1,1,1,1,7,1,204
2020,12,17,ppr,1,2,3,1,2,0,0,7,1,204
2020,12,17,std,1,2,2,1,1,1,1,8,1,204
2021,12,17,half_ppr,1,2,2,1,3,1,1,6,1,204
2021,12,17,half_ppr,1,2,3,1,2,0,0,0,1,204
2021,12,17,half_ppr,1,2,3,1,2,1,1,6,1,204
2021,12,17,ppr,1,2,2,1,1,0,0,8,1,204
2021,12,17,ppr,1,2,2,1,1,1,1,0,1,204
2021,12,17,ppr,1,2,2,1,2,0,0,9,1,204
2021,12,17,ppr,1,2,2,1,3,0,1,7,1,204
2021,12,17,ppr,1,2,2,1,4,0,0,7,1,204
2021,12,17,ppr,1,2,3,1,0,1,1,8,1,204
2021,12,17,ppr,1,2,3,1,1,0,1,8,1,204
2021,12,17,ppr,1,2,3,1,1,1,1,6,1,204
2021,12,17,ppr,1,2,3,1,2,0,0,6,1,204
2021,12,17,std,1,2,2,1,2,1,1,7,1,204
2022,12,17,half_ppr,1,2,2,1,1,1,1,8,1,204
2022,12,17,half_ppr,1,2,2,1,2,0,1,8,1,204
2022,12,17,half_ppr,1,2,3,1,2,1,1,6,1,204
2022,12,17,ppr,1,2,2,1,2,1,1,6,1,204
2022,12,17,ppr,1,2,2,1,2,2,1,6,1,204
2022,12,17,ppr,1,2,3,1,0,0,0,10,1,204
2022,12,17,ppr,1,2,3,1,1,0,0,7,1,204
2022,12,17,ppr,1,2,3,1,1,0,0,9,1,204
2022,12,17,ppr,1,2,3,1,1,0,1,8,1,204
2022,12,17,ppr,1,2,3,1,2,0,1,7,1,204
2022,12,17,ppr,1,3,3,1,2,0,0,7,1,204
2022,12,17,std,1,2,2,1,2,1,1,7,1,204
2022,12,17,std,1,2,3,1,0,1,1,8,1,204
2022,12,17,std,1,2,3,1,1,0,1,8,1,204
2023,12,17,half_ppr,1,1,3,1,2,0,0,8,1,204
2023,12,17,half_ppr,1,2,2,1,0,1,1,7,1,204
2023,12,17,half_ppr,1,2,2,1,3,0,0,8,1,204
2023,12,17,half_ppr,1,2,3,1,2,0,0,8,1,204
2023,12,17,half_ppr,1,2,3,1,2,1,1,6,1,204
2023,12,17,ppr,1,2,2,1,0,1,1,7,1,204
2023,12,17,ppr,1,2,2,1,1,0,0,8,1,204
2023,12,17,ppr,1,2,2,1,1,0,0,10,1,204
2023,12,17,ppr,1,2,2,1,1,1,1,8,1,204
2023,12,17,ppr,1,2,2,1,2,0,0,7,1,204
2023,12,17,ppr,1,2,2,1,2,1,0,8,1,204
2023,12,17,ppr,1,2,2,1,2,2,1,6,1,204
2023,12,17,ppr,1,2,3,1,1,0,1,8,1,204
2023,12,17,ppr,1,2,3,1,1,1,0,0,1,204
2023,12,17,ppr,1,2,3,1,3,1,0,6,1,204
2023,12,17,ppr,1,2,3,1,3,1,1,5,1,204
2023,12,17,ppr,1,3,3,2,2,0,0,6,1,204
2023,12,17,ppr,1,3,4,1,1,0,1,6,1,204
2023,12,17,std,1,2,3,1,3,0,0,7,1,204
2024,12,17,half_ppr,1,2,2,1,1,1,1,8,1,204
2024,12,17,half_ppr,1,2,2,1,2,0,1,8,1,204
2024,12,17,half_ppr,1,2,3,1,2,1,1,6,1,204
2024,12,17,half_ppr,1,2,3,1,3,0,0,7,1,204
2024,12,17,half_ppr,1,2,3,1,3,1,1,5,1,204
2024,12,17,ppr,1,1,2,1,2,1,1,8,1,204
2024,12,17,ppr,1,1,3,1,4,0,0,7,1,204
2024,12,17,ppr,1,2,2,1,2,1,1,0,1,204
2024,12,17,ppr,1,2,2,1,3,0,1,7,1,204
2024,12,17,ppr,1,2,2,2,3,0,0,7,1,204
2024,12,17,ppr,1,2,3,0,4,0,0,7,1,204
2024,12,17,ppr,1,2,3,1,0,1,1,6,1,204
2024,12,17,ppr,1,2,3,1,1,0,0,9,1,204
2024,12,17,std,1,2,3,1,2,1,1,6,1,204
2025,12,17,half_ppr,1,2,2,1,2,0,0,7,1,204
2025,12,17,half_ppr,1,2,3,1,1,1,1,7,1,204
2025,12,17,half_ppr,1,2,3,1,2,0,1,7,1,204
2025,12,17,half_ppr,1,2,3,1,3,0,0,7,1,204
2025,12,17,ppr,1,2,2,1,2,0,0,8,1,204
2025,12,17,ppr,1,2,2,1,2,1,1,5,1,204
2025,12,17,std,1,2,2,1,1,1,1,8,1,204
2025,12,17,std,1,2,3,1,2,0,1,7,1,204
2025,12,17,std,1,2,3,1,3,0,0,7,1,204
2020,10,20,half_ppr,1,2,2,1,3,1,1,9,1,200
2020,10,20,ppr,1,2,2,1,1,1,1,11,1,200
2020,10,20,ppr,1,2,2,1,2,1,1,10,1,200
2020,10,20,ppr,1,2,3,1,2,0,1,10,1,200
2020,10,20,ppr,1,3,2,1,3,1,1,8,1,200
2020,10,20,std,1,3,3,1,2,1,1,8,1,200
2021,8,25,ppr,1,2,2,1,2,1,1,15,1,200
2021,8,25,ppr,1,2,2,1,3,0,0,16,1,200
2021,8,25,ppr,1,2,3,1,3,0,0,15,1,200
2021,8,25,ppr,1,2,3,2,3,1,1,12,1,200
2021,8,25,ppr,1,3,3,2,3,0,0,13,1,200
2021,10,20,half_ppr,1,2,2,1,2,1,1,10,1,200
2021,10,20,half_ppr,1,2,3,1,2,1,1,9,1,200
2021,10,20,ppr,1,2,2,1,1,0,0,13,1,200
2021,10,20,ppr,1,2,2,1,2,0,0,12,1,200
2021,10,20,ppr,1,2,2,1,3,0,1,10,1,200
2021,10,20,ppr,1,2,2,1,4,0,0,10,1,200
2021,10,20,ppr,1,2,3,1,1,0,0,11,1,200
2021,10,20,ppr,1,2,3,1,2,0,0,10,1,200
2021,10,20,ppr,1,2,3,1,4,0,0,9,1,200
2021,10,20,ppr,1,3,2,1,1,0,0,10,1,200
2021,10,20,ppr,1,3,3,1,2,0,0,10,1,200
2022,10,20,half_ppr,1,2,2,1,3,0,0,11,1,200
2022,10,20,half_ppr,1,2,3,1,1,1,1,10,1,200
2022,10,20,ppr,1,2,2,1,2,0,0,10,1,200
2022,10,20,ppr,1,2,2,1,3,0,0,10,1,200
2022,10,20,ppr,1,2,2,1,3,0,1,10,1,200
2022,10,20,ppr,1,2,2,1,3,1,0,10,1,200
2022,10,20,ppr,1,2,2,1,3,1,1,9,1,200
2022,10,20,ppr,1,2,3,1,2,0,1,10,1,200
2022,10,20,ppr,1,2,3,1,3,1,1,8,1,200
2023,10,20,half_ppr,1,2,2,1,2,0,0,12,1,200
2023,10,20,half_ppr,1,2,3,1,2,0,0,11,1,200
2023,10,20,ppr,1,2,2,0,1,0,0,10,1,200
2023,10,20,ppr,1,2,2,1,0,0,0,12,1,200
2023,10,20,ppr,1,2,2,1,1,1,1,10,1,200
2023,10,20,ppr,1,2,2,1,2,0,0,11,1,200
2023,10,20,ppr,1,2,2,1,3,0,1,10,1,200
2023,10,20,ppr,1,2,3,1,1,1,1,10,1,200
2023,10,20,ppr,1,2,3,1,2,1,1,9,1,200
2023,10,20,ppr,1,3,3,1,3,0,0,9,1,200
2023,10,20,ppr,1,3,3,1,3,0,1,8,1,200
2024,10,20,half_ppr,1,2,3,1,2,0,0,11,1,200
2024,10,20,ppr,1,2,3,1,1,1,1,10,1,200
2024,10,20,ppr,1,3,3,1,2,1,1,8,1,200
2025,10,20,half_ppr,1,2,2,1,2,0,0,12,1,200
2025,10,20,half_ppr,1,2,2,1,2,1,1,10,1,200
2025,10,20,ppr,1,1,1,1,2,2,0,10,1,200
2025,10,20,ppr,1,2,3,1,1,0,0,12,1,200
2025,10,20,ppr,1,2,3,1,1,1,1,10,1,200
2025,10,20,ppr,1,2,3,1,2,0,0,10,1,200
2025,10,20,ppr,1,2,3,1,3,0,0,10,1,200
2025,10,20,ppr,1,3,3,1,2,1,1,8,1,200
2025,10,20,std,1,2,2,1,1,0,0,13,1,200
2020,14,14,half_ppr,1,2,3,1,1,0,0,6,1,196
2020,14,14,std,1,2,2,1,1,1,1,5,1,196
2021,14,14,half_ppr,1,1,3,1,1,1,1,5,1,196
2021,14,14,half_ppr,1,2,2,0,1,0,1,5,1,196
2021,14,14,half_ppr,1,2,3,1,1,0,0,6,1,196
2021,14,14,ppr,1,2,2,1,1,0,1,6,1,196
2021,14,14,ppr,1,2,2,1,1,1,1,5,1,196
2021,14,14,ppr,1,2,2,1,2,0,0,6,1,196
2021,14,14,ppr,1,2,2,1,2,0,1,5,1,196
2021,14,14,ppr,1,2,3,1,0,0,0,7,1,196
2021,14,14,ppr,1,2,3,1,0,1,1,5,1,196
2021,14,14,std,1,2,3,1,1,1,1,4,1,196
2022,14,14,half_ppr,1,2,2,0,1,0,1,5,1,196
2022,14,14,half_ppr,1,2,2,1,2,0,1,5,1,196
2022,14,14,half_ppr,1,2,3,1,1,0,0,6,1,196
2022,14,14,half_ppr,1,2,3,1,2,0,0,5,1,196
2022,14,14,ppr,1,1,2,1,2,0,1,6,1,196
2022,14,14,ppr,1,2,2,1,1,1,1,0,1,196
2022,14,14,ppr,1,2,2,1,1,1,1,5,1,196
2022,14,14,ppr,1,2,2,1,2,0,1,5,1,196
2022,14,14,ppr,1,2,2,1,3,0,0,5,1,196
2022,14,14,ppr,1,2,3,1,1,0,0,6,1,196
2023,14,14,half_ppr,1,2,2,1,1,1,1,5,1,196
2023,14,14,half_ppr,1,2,2,1,2,0,0,6,1,196
2023,14,14,half_ppr,1,2,2,1,2,0,1,5,1,196
2023,14,14,half_ppr,1,2,3,1,2,0,0,5,1,196
2023,14,14,ppr,1,2,2,1,2,1,1,4,1,196
2023,14,14,ppr,1,2,3,1,1,0,0,6,1,196
2024,14,14,half_ppr,1,2,2,1,1,1,1,5,1,196
2024,14,14,half_ppr,1,2,2,1,2,0,1,5,1,196
2024,14,14,half_ppr,1,2,2,1,2,1,1,4,1,196
2024,14,14,half_ppr,1,2,2,1,3,0,0,5,1,196
2024,14,14,half_ppr,1,2,3,0,1,0,0,6,1,196
2024,14,14,ppr,1,2,2,1,1,1,1,5,1,196
2024,14,14,ppr,1,2,2,1,3,0,0,5,1,196
2024,14,14,ppr,1,2,3,1,2,0,0,5,1,196
2025,14,14,half_ppr,1,2,2,1,1,1,1,5,1,196
2025,14,14,half_ppr,1,2,2,1,2,0,1,5,1,196
2025,14,14,half_ppr,1,2,2,1,2,1,1,4,1,196
2025,14,14,half_ppr,1,2,3,0,1,0,0,6,1,196
2025,14,14,ppr,1,2,2,1,2,0,1,5,1,196
2025,14,14,ppr,1,2,2,1,2,1,1,4,1,196
2025,14,14,ppr,1,2,3,1,1,0,0,6,1,196
2020,12,16,half_ppr,1,1,3,1,2,0,0,8,1,192
2020,12,16,half_ppr,1,2,2,1,2,0,0,8,1,192
2020,12,16,half_ppr,1,2,2,1,3,0,0,7,1,192
2020,12,16,half_ppr,1,2,2,1,3,1,0,6,1,192
2020,12,16,half_ppr,1,2,3,1,1,0,1,7,1,192
2020,12,16,half_ppr,1,2,3,1,2,0,1,6,1,192
2020,12,16,ppr,1,2,2,1,1,0,0,6,1,192
2020,12,16,ppr,1,2,2,1,1,0,0,7,1,192
2020,12,16,ppr,1,2,2,1,1,0,1,7,1,192
2020,12,16,ppr,1,2,2,1,2,0,0,7,1,192
2020,12,16,ppr,1,2,2,1,4,0,1,5,1,192
2020,12,16,ppr,1,2,2,2,2,0,1,6,1,192
2020,12,16,ppr,1,2,3,1,1,0,0,8,1,192
2020,12,16,ppr,1,2,3,1,3,0,0,6,1,192
2020,12,16,std,1,2,2,1,2,1,1,6,1,192
2021,8,24,ppr,1,2,2,1,2,0,0,16,1,192
2021,8,24,ppr,1,3,4,2,2,0,0,10,1,192
2021,12,16,half_ppr,1,2,2,1,0,1,1,6,1,192
2021,12,16,half_ppr,1,2,2,1,0,1,1,7,1,192
2021,12,16,half_ppr,1,2,2,1,3,1,1,5,1,192
2021,12,16,half_ppr,1,2,3,0,2,0,0,7,1,192
2021,12,16,half_ppr,1,2,3,1,1,0,1,7,1,192
2021,12,16,half_ppr,1,2,3,1,2,0,1,6,1,192
2021,12,16,half_ppr,1,2,3,1,3,0,0,6,1,192
2021,12,16,ppr,1,1,1,1,4,0,1,7,1,192
2021,12,16,ppr,1,2,2,1,0,1,1,6,1,192
2021,12,16,ppr,1,2,2,1,1,0,0,9,1,192
2021,12,16,ppr,1,2,2,1,1,0,1,7,1,192
2021,12,16,ppr,1,2,2,1,1,1,1,0,1,192
2021,12,16,ppr,1,2,2,1,2,1,1,0,1,192
2021,12,16,ppr,1,2,3,1,1,0,1,7,1,192
2021,12,16,ppr,1,2,3,1,1,1,1,0,1,192
2021,12,16,ppr,1,2,3,1,2,1,0,6,1,192
2021,12,16,std,1,2,2,1,2,1,1,6,1,192
2021,12,16,std,1,2,3,1,2,1,1,5,1,192
2022,8,24,ppr,1,2,2,1,3,0,0,15,1,192
2022,12,16,half_ppr,1,2,0,0,1,1,1,0,1,192
2022,12,16,half_ppr,1,2,3,1,1,0,1,7,1,192
2022,12,16,half_ppr,1,2,3,1,3,0,0,6,1,192
2022,12,16,ppr,1,1,1,1,6,0,0,6,1,192
2022,12,16,ppr,1,1,2,1,4,0,0,7,1,192
2022,12,16,ppr,1,2,2,1,1,0,0,8,1,192
2022,12,16,ppr,1,2,2,1,1,1,1,6,1,192
2022,12,16,ppr,1,2,2,1,2,0,0,7,1,192
2022,12,16,ppr,1,2,2,1,2,0,1,0,1,192
2022,12,16,ppr,1,2,2,1,2,1,0,7,1,192
2022,12,16,ppr,1,2,2,1,2,1,1,0,1,192
2022,12,16,ppr,1,2,2,1,2,1,1,1,1,192
2022,12,16,ppr,1,2,2,1,3,0,1,0,1,192
2022,12,16,ppr,1,2,2,1,3,1,1,5,1,192
2022,12,16,ppr,1,2,3,1,1,0,0,8,1,192
2022,12,16,std,1,2,3,1,0,1,1,7,1,192
2023,12,16,half_ppr,1,2,2,1,1,1,1,0,1,192
2023,12,16,half_ppr,1,2,2,1,3,0,1,6,1,192
2023,12,16,half_ppr,1,2,3,0,2,0,1,6,1,192
2023,12,16,half_ppr,1,2,3,1,1,0,0,7,1,192
2023,12,16,half_ppr,1,2,3,1,1,0,1,7,1,192
2023,12,16,half_ppr,1,2,3,1,2,1,1,5,1,192
2023,12,16,ppr,1,1,1,1,4,0,0,8,1,192
2023,12,16,ppr,1,2,2,1,0,0,0,8,1,192
2023,12,16,ppr,1,2,2,1,1,0,0,8,1,192
2023,12,16,ppr,1,2,2,1,3,0,0,0,1,192
2023,12,16,ppr,1,2,3,1,2,0,0,0,1,192
2023,12,16,ppr,1,2,4,1,2,0,0,0,1,192
2023,12,16,ppr,1,3,4,1,1,0,0,6,1,192
2023,12,16,std,1,2,2,1,1,1,1,7,1,192
2024,8,24,ppr,1,2,2,1,2,0,1,15,1,192
2024,12,16,half_ppr,1,1,1,1,3,1,1,7,1,192
2024,12,16,half_ppr,1,2,2,1,4,0,0,6,1,192
2024,12,16,half_ppr,1,2,3,1,1,0,0,6,1,192
2024,12,16,half_ppr,1,2,3,1,1,0,0,7,1,192
2024,12,16,half_ppr,1,2,3,1,2,0,1,6,1,192
2024,12,16,half_ppr,1,2,3,1,3,0,0,6,1,192
2024,12,16,ppr,1,1,2,2,0,0,0,6,1,192
2024,12,16,ppr,1,2,2,1,2,1,0,6,1,192
2024,12,16,ppr,1,2,2,1,4,0,0,6,1,192
2024,12,16,ppr,1,2,3,1,2,0,0,6,1,192
2024,12,16,ppr,1,2,3,1,3,1,0,5,1,192
2024,12,16,ppr,1,3,3,1,3,0,0,5,1,192
2024,12,16,std,1,2,2,1,1,1,1,7,1,192
2024,12,16,std,1,2,2,1,2,1,1,6,1,192
2024,12,16,std,1,2,3,1,0,1,1,7,1,192
2024,12,16,std,1,2,3,1,2,1,1,5,1,192
2025,8,24,ppr,1,2,2,1,2,0,1,15,1,192
2025,12,16,half_ppr,1,2,2,1,0,1,1,7,1,192
2025,12,16,half_ppr,1,2,2,1,2,0,0,0,1,192
2025,12,16,half_ppr,1,2,2,1,2,1,0,7,1,192
2025,12,16,half_ppr,1,2,3,0,2,0,0,7,1,192
2025,12,16,half_ppr,1,2,3,1,2,0,1,6,1,192
2025,12,16,half_ppr,1,2,3,1,3,0,0,6,1,192
2025,12,16,ppr,1,1,3,1,3,0,0,7,1,192
2025,12,16,ppr,1,2,2,0,3,1,1,6,1,192
2025,12,16,ppr,1,2,2,1,0,1,1,6,1,192
2025,12,16,ppr,1,2,2,1,1,0,0,9,1,192
2025,12,16,ppr,1,2,2,1,3,0,1,6,1,192
2025,12,16,ppr,1,2,2,2,2,1,1,5,1,192
2025,12,16,ppr,1,2,3,1,2,0,0,0,1,192
2025,12,16,ppr,1,2,3,1,2,0,0,8,1,192
2025,12,16,std,1,2,2,1,2,1,1,6,1,192
2020,10,19,half_ppr,1,2,2,1,1,0,1,11,1,190
2020,10,19,half_ppr,1,2,2,1,2,0,0,11,1,190
2020,10,19,ppr,1,2,2,1,2,0,0,10,1,190
2020,10,19,ppr,1,2,2,1,3,0,0,10,1,190
2020,10,19,ppr,1,2,3,1,1,1,1,9,1,190
2020,10,19,ppr,1,2,3,1,2,0,1,9,1,190
2021,10,19,half_ppr,1,2,2,1,2,0,0,10,1,190
2021,10,19,half_ppr,1,2,2,1,2,0,0,11,1,190
2021,10,19,half_ppr,1,2,2,1,3,0,0,10,1,190
2021,10,19,ppr,1,2,2,1,2,0,1,10,1,190
2021,10,19,ppr,1,2,2,1,2,1,1,9,1,190
2021,10,19,ppr,1,2,2,1,3,1,1,8,1,190
2021,10,19,ppr,1,2,2,1,4,0,0,9,1,190
2021,10,19,ppr,1,2,3,1,2,1,0,9,1,190
2022,10,19,ppr,1,2,2,1,2,0,1,10,1,190
2022,10,19,ppr,1,2,2,1,2,1,1,9,1,190
2022,10,19,ppr,1,2,3,1,0,1,1,8,1,190
2022,10,19,ppr,1,2,3,1,2,0,0,11,1,190
2022,10,19,ppr,1,2,3,1,4,0,0,8,1,190
2022,10,19,ppr,1,3,3,1,2,1,1,7,1,190
2022,10,19,std,1,2,3,1,1,1,1,9,1,190
2023,10,19,ppr,1,2,2,1,3,1,1,8,1,190
2023,10,19,ppr,1,3,3,2,0,0,0,10,1,190
2024,10,19,ppr,1,1,2,1,2,1,1,10,1,190
2024,10,19,ppr,1,2,2,1,1,1,1,10,1,190
2024,10,19,ppr,1,2,2,1,3,0,1,9,1,190
2024,10,19,ppr,1,2,3,1,2,1,1,8,1,190
2024,10,19,ppr,1,2,3,1,3,0,0,9,1,190
2024,10,19,ppr,1,3,3,2,2,0,0,8,1,190
2025,10,19,ppr,1,2,2,1,4,0,0,9,1,190
2025,10,19,ppr,1,2,2,1,5,0,0,8,1,190
2025,10,19,ppr,1,2,3,1,2,0,0,10,1,190
2022,10,19,ppr,1,2,3,1,1,1,1,9,1,189
2022,12,16,half_ppr,1,2,2,1,1,0,1,8,1,188
2022,12,16,half_ppr,1,2,2,1,1,1,1,1,1,188
2021,8,23,ppr,1,2,2,1,4,0,0,13,1,184
2021,8,23,ppr,1,2,3,1,2,1,1,12,1,184
2023,8,23,ppr,1,2,2,1,2,0,0,15,1,184
2023,8,23,ppr,1,2,3,1,6,1,1,8,1,184
2024,8,23,ppr,1,2,2,1,3,0,0,14,1,184
2025,8,23,ppr,1,3,3,1,3,0,0,12,1,184
2020,14,13,half_ppr,1,2,2,1,1,1,1,4,1,182
2020,14,13,ppr,1,2,2,1,2,0,0,5,1,182
2021,14,13,half_ppr,1,2,2,1,1,1,1,4,1,182
